CC NO.,SUBJECT,DATE,PDF_NAME,TYPE
110,Stoppage of 12369/70 Howrah-Haridwan Kumbha Express at Laksar,06.02.2019,cc110_1.pdf,ST
109,Stoppage of 22931/32 Bandra Terminus-Jaisalmer Express at Marwar Mathanya and 14809/10 Jaisalmer-Jodhpur Express at Tivari,07.02.2019,cc109_1.pdf,ST
108,Stoppage of 14311/12 and 14321/22 Bhuj-Bareilly Ala Hazrat Express at Gajraula and 15623/24 Bhagat Ki Kothi-Kamakhya Express at Satnali,05.02.2019,cc108_1.pdf,ST
107,Stoppage of Train No. 16505/06 Gandhidham-Bengaluru express at Kirlosksarvadi,05.02.2019,cc107_1.pdf,ST
106,Stoppage of 18209/10 Mysuru-Ajmer Express at Kirloskarvadi,05.02.2019,cc106_1.pdf,ST
105,Stoppage of trains at Kamalnagar,04.02.2019,cc105_1.pdf,ST
104,Stoppage of 11005/06 Dadar-Puducherry Express at Khanapur,04.02.2019,cc104_1.pdf,ST
103,Stoppage of 22137/38 Ahmedabad-Nagpur Express and 22663/64 Jodhpur-Chennai Egmore Express at Shegaon,01.02.2019,cc103_1.pdf,ST
102,Stoppage of Train No. 22921/22 Bandra-Gorakhpur Antyodaya Express,01.02.2019,cc102_1.pdf,ST
101,Shifting of terminal of trains from Allahadb and Prayag to Prayag ghat,01.02.2019,cc101_1.pdf,SH
100,Extension of trains to Manduadih,01.02.2019,cc100_1.pdf,EX
99,Stoppage of Train No. 20903/04 Vadodara-Varanasi Express at Nandurbar,01.02.2019,cc99_1.pdf,ST
98,Introduction of trains between Nagpur-Ajni and Pune,04.02.2019,cc98_1.pdf,IN
97,Extension of 59833/34 Kotya-Nimach and 59835/36 Udaipur City-Nimach passenger upto Mandsor,31.01.2019,cc97_1.pdf,EX
96,Introduction of 12089/90 Yesvantpur-Shivamogga Town Jan Shatabdi Express 4 days a week,31.01.2019,cc96_1.pdf,IN
95,Extension of 16533/34 Bengaluru-Bhagat Ki Kothi Express upto Jodhpur,31.01.2019,cc95_1.pdf,EX
94,Stoppage of Train No. 17609/10 Patna-Purna Express at Warora,31.01.2019,cc94_1.pdf,ST
93,Stoppage of 22619/20 Trivendrum-Bilaspur Express at Chandrapur,31.01.2019,cc93_1.pdf,ST
92,Extension of 54011/12 Tilak Bridge-Sadulpur passenger upto Shri Ganganagar,28.01.2019,cc92_1.pdf,EX
91,Stoppage of Train No. 18501/02 Gandhidham-Visakhapatnam Express at Chandrapur,30.01.2019,cc91_1.pdf,ST
90,Stoppage of 16863/64 Mannargudi-Bhagat Ki Kothi at Chandrapur,30.01.2019,cc90_1.pdf,ST
89,Stoppage of 16343/44 Trivendrum-Madurai Amritha Express at Udumalpettai,30.01.2019,cc89_1.pdf,ST
88,Introduction of 14715/16 Shri Ganganagar-Sikar Express,04.02.2019,cc88_1.pdf,IN
87,Stoppage of 19025/26 Surat-Amravati Express at Navapur,30.01.2019,cc87_1.pdf,ST
86,Stoppage of 12023/24 Howrah-Patna Janshatabdi Express at Bakhtiyarpur,30.01.2019,cc86_1.pdf,ST
85,Stoppage of Train No. 15667/68 Gandhidham-Kamakhya Express at Dahod,30.01.2019,cc85_1.pdf,ST
84,Stoppage of 19717/16 Jaipur-Chandigarh Express at Julana,30.01.2019,cc84_1.pdf,ST
83,Stoppage of Train No. 12909/10 BDFTS-NZM and 19331/32 Kochuveli-Indore Express at Godhra,29.01.2019,cc83_1.pdf,ST
82,Introduction of a new Humsafar Express between Madhupur and Anand Vihar,30.01.2019,cc82_1.pdf,IN
81,Stoppage of Train No. 11103/04 Jhansi-Bandra Terminus Express at Bharuch,29.01.2019,cc81_1.pdf,ST
80,Stoppage of Train No. 15635/36 Okha-Guwahati Dwarka Express at Dahod,28.01.2019,cc80.pdf,ST
79,Stoppage of 14505/06 Amritsar-Nangal Dam Express at Kiratpur Sahib,28.01.2019,cc79_1.pdf,ST
78,Stoppge of 22993/94 Bandra Terminus-Mahua at Liliya Mota,28.01.2019,cc78_1.pdf,ST
77,Introduction of Janshatabdi train between Shivamogga Town and Yesvantpur,28.01.2019,cc77_1.pdf,IN
76,Stoppage of 12177/78 Mathura-Howrah Chambal Express at Dhaulpur,28.01.2019,cc76_1.pdf,ST
75,Stoppage of 12133/34 CSMT-Mangalore Express at Karmali,28.01.2019,cc75_1.pdf,ST
74,Stoppage of Train No. 16533/34 Bhagat Ki Koti-Bengaluru at Mahesana,28.01.2019,cc74_1.pdf,ST
73,Stoppage of Train No. 19577/78 Jamnagar-Tirunelveli Express at Boisar,25.01.2019,cc73_1.pdf,ST
72R,Stoppage of Train No. 19261/62 Kochuveli-Porbandar Express and 22659/60 Dehradun-Kochuveli Express at Palghar,25.01.2019,cc72R_1.pdf,ST
72,16127/28 Chennai-Guruvayur Express at Kodaikanal Road,25.01.2019,cc72_1.pdf,16
71,Stoppage of 16089/90 Chennai-Jolarpettai Yelagiri Express at Ambattur,25.01.2019,cc71_1.pdf,ST
70,Stoppage of 56712 Palakkad-Tiruchchirappalli passenger at Uttukuli,25.01.2019,cc70_1.pdf,ST
69,Stoppage of 15069/70 Gorakhpur-Badshahnagar Express at Pachperwa,25.01.2019,cc69_1.pdf,ST
68A,Stoppage of 12485/86 Shri Ganganagar-Nanded Express at Sangaria,08.02.2019,cc68a_1.pdf,ST
68,Diversion of 12485/86 Shri Ganganagar-Nanded Express via Hanumangarh on one July,24.01.2019,cc68a_1.pdf,DI
67,"Stoppage of Train No. 11019/20 Bhubaneswar-Chhatrapati Shivaji Maharaj Express, 16381 CSMT-Kanniyakumari Express and 11139/40 CSMT-Gadag Express at Thane",24.01.2019,cc67_1.pdf,ST
66,Stoppage of Mandsor-Meerut Link Express at Parsoli & Bassi Beriasal,25.01.2019,cc66_1.pdf,ST
65,Naming of 12507/08 Trivendrum-Silchar as ARONAI (weekly) Express,24.01.2019,cc65_1.pdf,NA
64,Stoppage of Train No. 11025/26 Pune-Bhusawal Express,24.01.2019,cc64_1.pdf,ST
63,Stoppage of Train No. 11401/02 Nagpur-Mumbai Express at Lasalgaon,24.01.2019,cc63_1.pdf,ST
62,Extension of 15629/30 Guwahati-Tambaram Express train upto Silghat,24.01.2019,cc62_1.pdf,EX
61,Stoppage of 22651/52 Chennai-Palakkad Express at Palayamkottai,25.01.2019,cc61_1.pdf,ST
60,Stoppage of 17415/16 Tirupati-Kolhapur Haripriya Express at Munirabad and 57273/74 Hubballi-Tirupati passenger at Hitnal,25.01.2019,cc60_1.pdf,ST
59,Stoppage of Train No. 16593/94 Nanded-Bengaluru Express at Ghat Nandur,23.01.2019,cc59_1.pdf,ST
58,Stoppage of Tain Ni. 11075/76 Bidar-Lok Manya Tilak Express at Barsi Town,23.01.2019,cc58_1.pdf,ST
57,Stoppage of Train Ni. 2222959/60 Surat-Jamnagar Express at Jamwanthali,23.01.2019,cc57_1.pdf,ST
56,Stoppage of Train Ni. 19565/66 Okha-Dehradun Express at Bhatiya,23.01.2019,cc56_1.pdf,ST
55,Stoppage of Train Ni. 12955/56 Mumbai Central-Jaipur Express at Vapi,23.01.2019,cc55_1.pdf,ST
54,"Stoppage of Train No, 11091/92 Bhuj-Pune Express at Halvad",23.01.2019,cc54_1.pdf,ST
53,Stoppage of Train No. 12215/16 Delhi Sarai Rohilla- Bandra Express at Mahesana,23.01.2019,cc53_1.pdf,ST
52,Stoppage of Train No. 16311/12 Bikaner-Kochuveli and 16733/34 Okha-Rameswaram at Anand,23.01.2019,cc52_1.pdf,ST
51,Stoppage of 12479/80 Jodhpur-Bandra Express at Indwara and 19411/12 Ahmedabad-ajmer Express at Swarupganj,22.01.2019,cc51_1.pdf,ST
50,Stoppage of 19609/10 Haridwar-Udaipur Express at Hamirgarh,22.01.2019,cc50_1.pdf,ST
49,Stoppage of 11651/52 Singrauli-Jabalpur Intercity Express at Gajara Bahara and Joba,22.01.2019,cc49_1.pdf,ST
48,Stoppage of 12181/82 Jabalpur-Ajmer Dayodya Express at Indargarh Sumerganj Mandi,22.01.2019,cc48_1.pdf,ST
47,Stoppage of 22605/06 Purulia-Villupuram Express at Jaleswar,22.01.2019,cc47_1.pdf,ST
46,Stoppage of 22911/12 Indore-Howrah Shipra Express at Dabhaura Station,22.01.2019,cc46_1.pdf,ST
45A,Approval for extension of 22 pairs of trains over Zonal Railways enlisted in caoching circular 45.,19.02.2019,cc45a_1.pdf,AP
45,Extension of 22 pairs of train service to various destinations,21.01.2019,cc45.pdf,EX
44,Stoppage of 15027/28 Hatia Gorakhpur Express at Daudpur and 12529/30 Patliputra-Lucknow Express at Ekma,21.01.2019,cc44_1.pdf,ST
43,"Stoppage of 15113/14 Lucknow-Chhapra Express (Tri-weekly) at Gopalganj, Marhaura & Dighwa Dubauli",21.01.2019,cc43_1.pdf,ST
42,Stoppage of 14217/18 Prayag-Chandigarh Unchahar Express at Kanchausi,18.01.2019,cc42_1.pdf,ST
41,Extension of 55681/82 and 55683/84 Agartala-Garjee passenger upto Belonia,18.01.2019,cc41_1.pdf,EX
40,Stoppage of Train No. 127196/20 Hyderbad-Jaipur Express at Malkapur,18.01.2019,cc40_1.pdf,ST
39,Stoppage of Train No. 17623/24 Shri Ganganagar-Nanded Express at Malkapur,18.01.2019,cc39_1.pdf,ST
38,"Stoppage of Train No. 12715/16 Amritsar-Nanded, Sachkhand Express at Pachora",18.01.2019,cc38_1.pdf,ST
37,Stoppage of train no. 11093/94 Varanasi-Chhatrapati Shivaji Maharaj Terminus Mahanagri Express at Raver,18.01.2019,cc37_1.pdf,ST
36,Stoppage of train no. 11093/94 Varanasi-Chhatrapati Shivaji Maharaj Terminus Mahanagri Express at Chalisgaon,18.01.2019,cc36_1.pdf,ST
35A,Regularisation of 08623/24 Ranchi-Patna Special train.,30.01.2019,cc35a_1.pdf,RE
35,Regularization of 08623/24 Ranchi-Patna Special train,17.01.2019,cc35_1.pdf,RE
34,Extension of 51317/18 Pune-Karjat passenger to Panvel,18.01.2019,cc34_1.pdf,EX
33,Introduction of 19001/02 Banda-Bhusawal Antyodaya Express (Weekly),17.01.2019,cc33_1.pdf,IN
32,Introduction of 19203/04 Bhuchchu-Gandhinagar Capital Express,17.01.2019,cc32_1.pdf,IN
31,Change in timings of 19329/30 Indore-Udaipur City Express,17.01.2019,cc31_1.pdf,CH
30,Introduction of 19335/36 Indore-Gandhidham Express,17.01.2019,cc30_1.pdf,IN
29,Introduction of 19337/38 Indore-Delhi Sarai Rohill Express and 19333/34 Indore-Bikaner Mahamana Express,17.01.2019,cc29_1.pdf,IN
28,Increase in frequency of 19313/14 from weekly to bi-weekly,17.01.2019,cc28_1.pdf,IN
27,Extension of 22451/58 Nanded-Una Himachal Express upto Amb Anduara,17.01.2019,cc27_1.pdf,EX
26,Stoppage of 17037/38 Secunderabad-Hisar Express at Dondaicha station,15.01.2019,cc26_1.pdf,ST
25,Introduction of 22221/22222 CSMT-NZM Rajdhani Express,"17.01.2019, 16.01.2019, 15.01.2019",cc25.pdf,IN
24A,Stoppage of 79601/02 Ajmer-Jaipur DEMU at Dhinda,22.01.2019,cc24a_1.pdf,ST
24,Introduction of 79601/79602 Ajmer-Jaipur Fast DEMU,14.01.2019,cc24_1.pdf,IN
23,Conversion of 73261/73262 & 73263/73264 Islampur-Patna Demu and 53209/53210 Rajgir Fatuha Passenger and 53207/53208 Islamspur-Fatuha passenger into MEMU service,14.01.2019,cc23_1.pdf,CO
22,Stoppage of 14017/18 Anand Vihar-Raxaul Sadbhavna Express at Raja Ka Sahaspur and 14113 Allahabad-Dehradun Link Express at Bahjoi,15.01.2019,cc22_1.pdf,ST
21,Extension of 14021/22 Delhi Sarai Rohilla-Sikar and 74861/62 Sikar-Churu upto Ringas,14.01.2019,cc21_1.pdf,EX
20,Stoppage of Ahmedabad-Udhampur Janmabhoomi Exp at Mandi Dabwali,07.03.2019,cc20.pdf,ST
19,Extension of 53369/70 Koderma-Kawar passenger upto Madhupur and 53365/66 Koderma-Kawar passenger upto Mahashamunda,14.01.2019,cc19_1.pdf,EX
18,Introduction of passenger services between Balangir and Bhainsapalli,11.01.2019,cc18_1.pdf,IN
17,Change in timing of 19717/18 Jaipur-Chandigarh Express,10.01.2019,cc17_1.pdf,CH
16,Stoppage of 64587 CNV-TDL MEMU at Patra halt station,21.01.2019,cc16_1.pdf,ST
15,Extension of 52625 Jaijon Doaba-Jalandhar Passenger upto Amritsar,09.01.2019,cc15_1.pdf,EX
14,Extention of 74027/28 Delhi-Baraut DEMU upto Qasimpur Kheri,17.01.2019,cc14_1.pdf,EX
13,Extension of 12609/10 Chennai- Bengaluru Express upto Mysuru.,08.01.2019,cc13_1.pdf,EX
12,"Naming of 13181/82 Kolkata-Silghat (W) Express as ""Kaziranga Express""",08.01.2019,cc12_1.pdf,NA
11,Extension of Palwal-Aligarh Passenger upto Tundla,07.01.2019,cc11_1.pdf,EX
10,Extension of 54581/82 Passenger and 14553/54 Amb Andoura-Delhi Express upto Daulatpur Chowk,07.01.2019,cc10_1.pdf,EX
9,Stoppage of 11071/72 LTT-BSB Kamayani Express at Suriawan,04.01.2019,cc9_1.pdf,ST
8,Stoppage of 12183/84 Pratapgarh-Bhopal Express at Jais station,04.01.2019,cc8_1.pdf,ST
7,Stoppage of 13237/13238 Patna-Kota Express and 13239/40 Patna-Kota Express at Bihta Station and 53211/12 Patna-Sasaram Passenger at Sadisopur Flag station,04.01.2019,cc7_1.pdf,ST
6,Extension of 15009/10 Gorakhpur-Gomti Nagar Express upto Sitapur and Introduction of 02 pair of service between Lucknow and Sitapur and 01 pair between  Daliganj and Sitapur,03.01.2019,cc6_1.pdf,EX
5,Independent running of 16349/50 Kochuveli-Nilambur Road Rajya Rani Express and 16343/44 TVC-Madurai Amritha Express with stoppage at Kollengode,07.01.2019,cc5_1.pdf,IN
4,Extension of 17325/26 Mysuru-Hubballi Express upto Ashokapuram,07.01.2019,cc4_1.pdf,EX
2,Stoppage of 14603/04 Saharsha-Amritsar Jan Sadharan Express at Dhampur,11.01.2019,cc2_1.pdf,ST
1,Extension of 17487/88 Tirupati-Visakhapatnam Tirumala Express upto Cuddapah,02.01.2019,cc1_1.pdf,EX
